Person,Question,Encoding,Method,Preference,Response
145,0,"A1 fastspeech, A2 baseline",fastspeech,equal,0
145,1,"A1 fastspeech, A2 baseline",fastspeech,equal,0
145,2,"A1 tacotron, A2 baseline",tacotron,A1 better,1
145,3,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
145,4,"A1 fastspeech, A2 baseline",fastspeech,equal,0
145,5,"A1 tacotron, A2 baseline",tacotron,A2 better,0
145,6,"A1 tacotron, A2 baseline",tacotron,A2 better,0
145,7,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
145,8,"A1 tacotron, A2 baseline",tacotron,A1 better,1
145,9,"A1 tacotron, A2 baseline",tacotron,A1 better,1
145,10,"A1 tacotron, A2 baseline",tacotron,A1 better,1
145,11,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
146,0,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
146,1,"A1 fastspeech, A2 baseline",fastspeech,A2 better,0
146,2,"A1 tacotron, A2 baseline",tacotron,equal,0
146,3,"A1 baseline, A2 fastspeech",fastspeech,equal,0
146,4,"A1 fastspeech, A2 baseline",fastspeech,A2 better,0
146,5,"A1 tacotron, A2 baseline",tacotron,A2 better,0
146,6,"A1 tacotron, A2 baseline",tacotron,A2 better,0
146,7,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
146,8,"A1 tacotron, A2 baseline",tacotron,equal,0
146,9,"A1 tacotron, A2 baseline",tacotron,equal,0
146,10,"A1 tacotron, A2 baseline",tacotron,equal,0
146,11,"A1 fastspeech, A2 baseline",fastspeech,equal,0
147,0,"A1 fastspeech, A2 baseline",fastspeech,equal,0
147,1,"A1 fastspeech, A2 baseline",fastspeech,equal,0
147,2,"A1 tacotron, A2 baseline",tacotron,A2 better,0
147,3,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
147,4,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
147,5,"A1 tacotron, A2 baseline",tacotron,equal,0
147,6,"A1 tacotron, A2 baseline",tacotron,A2 better,0
147,7,"A1 baseline, A2 fastspeech",fastspeech,equal,0
147,8,"A1 tacotron, A2 baseline",tacotron,equal,0
147,9,"A1 tacotron, A2 baseline",tacotron,equal,0
147,10,"A1 tacotron, A2 baseline",tacotron,A1 better,1
147,11,"A1 fastspeech, A2 baseline",fastspeech,equal,0
148,0,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
148,1,"A1 fastspeech, A2 baseline",fastspeech,equal,0
148,2,"A1 tacotron, A2 baseline",tacotron,A1 better,1
148,3,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
148,4,"A1 fastspeech, A2 baseline",fastspeech,equal,0
148,5,"A1 tacotron, A2 baseline",tacotron,A2 better,0
148,6,"A1 tacotron, A2 baseline",tacotron,A2 better,0
148,7,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
148,8,"A1 tacotron, A2 baseline",tacotron,A1 better,1
148,9,"A1 tacotron, A2 baseline",tacotron,equal,0
148,10,"A1 tacotron, A2 baseline",tacotron,A2 better,0
148,11,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
149,0,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
149,1,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
149,2,"A1 tacotron, A2 baseline",tacotron,A1 better,1
149,3,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
149,4,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
149,5,"A1 tacotron, A2 baseline",tacotron,A1 better,1
149,6,"A1 tacotron, A2 baseline",tacotron,A1 better,1
149,7,"A1 baseline, A2 fastspeech",fastspeech,equal,0
149,8,"A1 tacotron, A2 baseline",tacotron,equal,0
149,9,"A1 tacotron, A2 baseline",tacotron,equal,0
149,10,"A1 tacotron, A2 baseline",tacotron,A1 better,1
149,11,"A1 fastspeech, A2 baseline",fastspeech,equal,0
150,0,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
150,1,"A1 fastspeech, A2 baseline",fastspeech,A2 better,0
150,2,"A1 tacotron, A2 baseline",tacotron,A1 better,1
150,3,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
150,4,"A1 fastspeech, A2 baseline",fastspeech,equal,0
150,5,"A1 tacotron, A2 baseline",tacotron,A1 better,1
150,6,"A1 tacotron, A2 baseline",tacotron,equal,0
150,7,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
150,8,"A1 tacotron, A2 baseline",tacotron,A1 better,1
150,9,"A1 tacotron, A2 baseline",tacotron,equal,0
150,10,"A1 tacotron, A2 baseline",tacotron,equal,0
150,11,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
151,0,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
151,1,"A1 fastspeech, A2 baseline",fastspeech,equal,0
151,2,"A1 tacotron, A2 baseline",tacotron,equal,0
151,3,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
151,4,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
151,5,"A1 tacotron, A2 baseline",tacotron,A2 better,0
151,6,"A1 tacotron, A2 baseline",tacotron,equal,0
151,7,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
151,8,"A1 tacotron, A2 baseline",tacotron,A1 better,1
151,9,"A1 tacotron, A2 baseline",tacotron,equal,0
151,10,"A1 tacotron, A2 baseline",tacotron,equal,0
151,11,"A1 fastspeech, A2 baseline",fastspeech,equal,0
152,0,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
152,1,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
152,2,"A1 tacotron, A2 baseline",tacotron,A2 better,0
152,3,"A1 baseline, A2 fastspeech",fastspeech,equal,0
152,4,"A1 fastspeech, A2 baseline",fastspeech,equal,0
152,5,"A1 tacotron, A2 baseline",tacotron,A2 better,0
152,6,"A1 tacotron, A2 baseline",tacotron,equal,0
152,7,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
152,8,"A1 tacotron, A2 baseline",tacotron,equal,0
152,9,"A1 tacotron, A2 baseline",tacotron,equal,0
152,10,"A1 tacotron, A2 baseline",tacotron,equal,0
152,11,"A1 fastspeech, A2 baseline",fastspeech,A2 better,0
153,0,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
153,1,"A1 fastspeech, A2 baseline",fastspeech,equal,0
153,2,"A1 tacotron, A2 baseline",tacotron,A2 better,0
153,3,"A1 baseline, A2 fastspeech",fastspeech,A1 better,0
153,4,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
153,5,"A1 tacotron, A2 baseline",tacotron,A2 better,0
153,6,"A1 tacotron, A2 baseline",tacotron,A1 better,1
153,7,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
153,8,"A1 tacotron, A2 baseline",tacotron,A1 better,1
153,9,"A1 tacotron, A2 baseline",tacotron,A1 better,1
153,10,"A1 tacotron, A2 baseline",tacotron,A1 better,1
153,11,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
154,0,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
154,1,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
154,2,"A1 tacotron, A2 baseline",tacotron,equal,0
154,3,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
154,4,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
154,5,"A1 tacotron, A2 baseline",tacotron,equal,0
154,6,"A1 tacotron, A2 baseline",tacotron,A1 better,1
154,7,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
154,8,"A1 tacotron, A2 baseline",tacotron,A1 better,1
154,9,"A1 tacotron, A2 baseline",tacotron,A2 better,0
154,10,"A1 tacotron, A2 baseline",tacotron,equal,0
154,11,"A1 fastspeech, A2 baseline",fastspeech,equal,0
155,0,"A1 fastspeech, A2 baseline",fastspeech,equal,0
155,1,"A1 fastspeech, A2 baseline",fastspeech,equal,0
155,2,"A1 tacotron, A2 baseline",tacotron,A2 better,0
155,3,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
155,4,"A1 fastspeech, A2 baseline",fastspeech,A2 better,0
155,5,"A1 tacotron, A2 baseline",tacotron,A2 better,0
155,6,"A1 tacotron, A2 baseline",tacotron,A2 better,0
155,7,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
155,8,"A1 tacotron, A2 baseline",tacotron,equal,0
155,9,"A1 tacotron, A2 baseline",tacotron,equal,0
155,10,"A1 tacotron, A2 baseline",tacotron,equal,0
155,11,"A1 fastspeech, A2 baseline",fastspeech,A2 better,0
156,0,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
156,1,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
156,2,"A1 tacotron, A2 baseline",tacotron,A2 better,0
156,3,"A1 baseline, A2 fastspeech",fastspeech,equal,0
156,4,"A1 fastspeech, A2 baseline",fastspeech,equal,0
156,5,"A1 tacotron, A2 baseline",tacotron,A2 better,0
156,6,"A1 tacotron, A2 baseline",tacotron,A2 better,0
156,7,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
156,8,"A1 tacotron, A2 baseline",tacotron,A1 better,1
156,9,"A1 tacotron, A2 baseline",tacotron,equal,0
156,10,"A1 tacotron, A2 baseline",tacotron,equal,0
156,11,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
